fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2005	Defense	M	Medium Vendor	PID	1	0	1	1	1	202	202	9516	7888337955.0312
2005	Defense	M	Medium Vendor	PID	1	1	0	0	0	1	1	1	936.0000
2005	Defense	M	Medium Vendor	PID	1	1	0	0	1	5	5	15	116873.0000
2005	Defense	M	Medium Vendor	PID	1	1	0	1	1	11	11	549	6431030.0000
2005	Defense	M	Medium Vendor	PID	1	1	1	1	1	64	64	17290	3383981165.0209
2005	Defense	N	Sometimes Small Vendor	Duns	1	0	1	1	1	3	3	28009	223474780.9375
2005	Defense	N	Sometimes Small Vendor	Duns	1	1	1	1	1	4	3	27923	7445625542.5195
2005	Defense	N	Sometimes Small Vendor	Name	1	1	1	1	1	1	1	18	3959074.0000
2005	Defense	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	1	1	0	0.0000
2005	Defense	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	2	2	0	0.0000
2005	Defense	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	2	2	0	0.0000
2005	Defense	N	Sometimes Small Vendor	PDuns	1	0	0	0	0	79	79	240	-68383.1599
2005	Defense	N	Sometimes Small Vendor	PDuns	1	0	0	0	1	2735	2917	14070	88392296.6399
2005	Defense	N	Sometimes Small Vendor	PDuns	1	0	0	1	1	3680	4533	101185	1722488384.2095
2005	Defense	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	2474	4005	127617	12227078379.9251
2005	Defense	N	Sometimes Small Vendor	PDuns	1	1	0	0	0	3	3	6	-16215.2200
2005	Defense	N	Sometimes Small Vendor	PDuns	1	1	0	0	1	231	256	1180	8123440.9301
2005	Defense	N	Sometimes Small Vendor	PDuns	1	1	0	1	1	471	710	16890	345089042.6291
2005	Defense	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	506	2026	80114	6566945504.7828
2005	Defense	N	Sometimes Small Vendor	PID	1	0	0	0	1	30	30	222	1493369.0000
2005	Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	145	145	4163	95903808.1304
2005	Defense	N	Sometimes Small Vendor	PID	1	0	1	1	1	501	501	83723	14678375037.1038
2005	Defense	N	Sometimes Small Vendor	PID	1	1	0	0	1	3	3	16	166888.0000
2005	Defense	N	Sometimes Small Vendor	PID	1	1	0	1	1	19	19	703	15516617.0000
2005	Defense	N	Sometimes Small Vendor	PID	1	1	1	1	1	234	234	67640	16362160089.4466
2005	Defense	S	Always Small Vendor	Duns	1	0	0	0	0	1	1	1	-2350.0000
2005	Defense	S	Always Small Vendor	Duns	1	0	0	0	1	16	16	47	294739.0000
2005	Defense	S	Always Small Vendor	Duns	1	0	0	1	1	49	49	756	7383300.0000
2005	Defense	S	Always Small Vendor	Duns	1	0	1	1	1	95	95	998	191441954.3204
2005	Defense	S	Always Small Vendor	Duns	1	1	0	1	1	3	3	11	370360.0000
2005	Defense	S	Always Small Vendor	Duns	1	1	1	1	1	1	1	1	1652657.0000
2005	Defense	S	Always Small Vendor	Name	1	1	0	0	0	2	1	4	3061.6400
2005	Defense	S	Always Small Vendor	Name	1	1	0	0	1	2	1	4	15720.3804
2005	Defense	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	184	184	32	4313763.0000
2005	Defense	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	27	27	6	77988.9399
2005	Defense	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	83	83	5	428055.0000
2005	Defense	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	86	86	88	12171711.0000
2005	Defense	S	Always Small Vendor	PDuns	1	0	0	0	0	3197	3198	5687	-3610737.4300
2005	Defense	S	Always Small Vendor	PDuns	1	0	0	0	1	28469	28577	97429	707774522.5806
2005	Defense	S	Always Small Vendor	PDuns	1	0	0	1	1	16167	16326	171583	4313492067.0162
2005	Defense	S	Always Small Vendor	PDuns	1	0	1	1	1	6080	6219	96444	16120134421.5833
2005	Defense	S	Always Small Vendor	PDuns	1	1	0	0	0	3	3	46	8218.5200
2005	Defense	S	Always Small Vendor	PDuns	1	1	0	0	1	41	41	192	1593672.4320
2005	Defense	S	Always Small Vendor	PDuns	1	1	0	1	1	89	89	1312	41177988.4009
2005	Defense	S	Always Small Vendor	PDuns	1	1	1	1	1	74	79	1640	250259797.1855
2005	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	0	1	1	0	0.0000
2005	Defense	S	Always Small Vendor	PID	1	0	0	0	0	7	7	19	-21457.0000
2005	Defense	S	Always Small Vendor	PID	1	0	0	0	1	58	58	241	1513292.0000
2005	Defense	S	Always Small Vendor	PID	1	0	0	1	1	105	105	1039	37634853.0000
2005	Defense	S	Always Small Vendor	PID	1	0	1	1	1	166	166	3979	1935688329.9255
2005	Defense	S	Always Small Vendor	PID	1	1	0	1	1	2	2	37	2642591.0000
2005	Defense	S	Always Small Vendor	PID	1	1	1	1	1	12	12	641	541704789.0000
2005	Defense	U	Unlabeled Vendor	Duns	1	1	0	0	1	1	1	2	33339.5196
2005	Defense	U	Unlabeled Vendor	Duns	1	1	0	1	1	1	1	2	37577.6796
2005	Defense	U	Unlabeled Vendor	Duns	1	1	1	1	1	3	1	18	1853817.7696
2005	Defense	U	Unlabeled Vendor	Name	1	1	0	0	0	1	1	2	3486.3400
2005	Defense	U	Unlabeled Vendor	Name	1	1	1	1	1	5	2	46	3447813.1268
2005	DHS	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	18	18	114	4702401.8925
2005	DHS	B	Big Five	PID	1	1	1	1	1	5	5	1114	695009159.3060
2005	DHS	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	128	942988155.5000
2005	DHS	L	Large Vendor	PID	1	0	0	1	1	2	2	7	149807.6599
2005	DHS	L	Large Vendor	PID	1	0	1	1	1	46	46	1231	503117797.7988
2005	DHS	L	Large Vendor	PID	1	1	0	1	1	1	1	1	33158.7500
2005	DHS	L	Large Vendor	PID	1	1	1	1	1	89	89	8763	2390146881.7582
2005	DHS	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	1	1	100473.0000
2005	DHS	M	Medium Vendor	Duns	1	0	0	0	0	1	1	2	1181.0000
2005	DHS	M	Medium Vendor	Duns	1	0	0	0	1	1	1	2	5116.2002
2005	DHS	M	Medium Vendor	Duns	1	0	0	1	1	4	4	6	71107.6992
2005	DHS	M	Medium Vendor	Duns	1	0	1	1	1	5	5	37	5296316.6530
2005	DHS	M	Medium Vendor	Duns	1	1	0	1	1	2	2	26	402328.9697
2005	DHS	M	Medium Vendor	Duns	1	1	1	1	1	1	1	15	41183.0700
2005	DHS	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	149	149	197	165481.4803
2005	DHS	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	157	158	243	1425619.0796
2005	DHS	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	16	16	17	2158683.4331
2005	DHS	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	9	9	13	10001824.6358
2005	DHS	M	Medium Vendor	PDuns	1	0	0	0	0	98	98	155	179133.3003
2005	DHS	M	Medium Vendor	PDuns	1	0	0	0	1	451	457	745	17302426.0636
2005	DHS	M	Medium Vendor	PDuns	1	0	0	1	1	431	435	830	39360105.6315
2005	DHS	M	Medium Vendor	PDuns	1	0	1	1	1	225	239	925	352483834.2489
2005	DHS	M	Medium Vendor	PDuns	1	1	0	0	0	3	3	4	33159.0399
2005	DHS	M	Medium Vendor	PDuns	1	1	0	0	1	19	19	35	314354.7214
2005	DHS	M	Medium Vendor	PDuns	1	1	0	1	1	25	25	63	2682523.8929
2005	DHS	M	Medium Vendor	PDuns	1	1	1	1	1	12	12	82	4200685.4579
2005	DHS	M	Medium Vendor	PID	NULL	NULL	0	0	0	1	1	1	750.0000
2005	DHS	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	0	12000.0000
2005	DHS	M	Medium Vendor	PID	1	0	0	0	1	4	4	13	96098.0586
2005	DHS	M	Medium Vendor	PID	1	0	0	1	1	11	11	25	386689.6003
2005	DHS	M	Medium Vendor	PID	1	0	1	1	1	49	49	439	1565112556.8429
2005	DHS	M	Medium Vendor	PID	1	1	0	1	1	2	2	4	89565.4375
2005	DHS	M	Medium Vendor	PID	1	1	1	1	1	10	10	165	55515659.3690
2005	DHS	N	Sometimes Small Vendor	Duns	1	0	0	0	0	3	1	20	-144.8200
2005	DHS	N	Sometimes Small Vendor	Duns	1	0	0	0	1	8	1	60	375646.9384
2005	DHS	N	Sometimes Small Vendor	Duns	1	0	0	1	1	5	1	48	874345.9644
2005	DHS	N	Sometimes Small Vendor	Duns	1	0	1	1	1	3	3	22	2011552.4220
2005	DHS	N	Sometimes Small Vendor	Duns	1	1	0	0	0	10	1	62	21881.6602
2005	DHS	N	Sometimes Small Vendor	Duns	1	1	0	0	1	11	1	106	437430.2782
2005	DHS	N	Sometimes Small Vendor	Duns	1	1	1	1	1	4	3	4817	67654002.4305
2005	DHS	N	Sometimes Small Vendor	Name	1	0	0	0	0	4	1	16	7085.7600
2005	DHS	N	Sometimes Small Vendor	Name	1	0	0	0	1	21	1	170	542225.8216
2005	DHS	N	Sometimes Small Vendor	Name	1	0	0	1	1	6	1	126	1692518.2628
2005	DHS	N	Sometimes Small Vendor	Name	1	1	0	0	0	26	1	208	81444.4606
2005	DHS	N	Sometimes Small Vendor	Name	1	1	0	0	1	36	1	302	889668.4800
2005	DHS	N	Sometimes Small Vendor	Name	1	1	0	1	1	2	1	22	423955.2000
2005	DHS	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	48	48	185	127441.5799
2005	DHS	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	1	36	36	128	585706.0294
2005	DHS	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	6	6	13	237839.8599
2005	DHS	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	1	1	23	19680.0000
2005	DHS	N	Sometimes Small Vendor	PDuns	1	0	0	0	0	62	62	302	210814.8696
2005	DHS	N	Sometimes Small Vendor	PDuns	1	0	0	0	1	599	617	1749	10153234.6779
2005	DHS	N	Sometimes Small Vendor	PDuns	1	0	0	1	1	1001	1055	4547	87937644.8808
2005	DHS	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	930	1072	6119	1003808906.9805
2005	DHS	N	Sometimes Small Vendor	PDuns	1	1	0	0	1	42	42	137	674855.6326
2005	DHS	N	Sometimes Small Vendor	PDuns	1	1	0	1	1	161	195	911	13700878.0518
2005	DHS	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	290	502	3671	208655486.3250
2005	DHS	N	Sometimes Small Vendor	PID	1	0	0	0	1	6	6	16	60298.7299
2005	DHS	N	Sometimes Small Vendor	PID	1	0	0	1	1	45	45	223	3455633.0109
2005	DHS	N	Sometimes Small Vendor	PID	1	0	1	1	1	222	222	2673	1611677835.8288
2005	DHS	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	1	2	5640.0000
2005	DHS	N	Sometimes Small Vendor	PID	1	1	0	1	1	12	12	113	1374239.9810
2005	DHS	N	Sometimes Small Vendor	PID	1	1	1	1	1	158	158	3680	748350829.6620
2005	DHS	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	1	0	0.0000
2005	DHS	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	4	4	7	22151238.0000
2005	DHS	S	Always Small Vendor	Duns	1	0	0	0	0	44	2	113	37648.2802
2005	DHS	S	Always Small Vendor	Duns	1	0	0	0	1	43	6	104	738226.6160
2005	DHS	S	Always Small Vendor	Duns	1	0	0	1	1	20	10	46	2796028.8677
2005	DHS	S	Always Small Vendor	Duns	1	0	1	1	1	6	6	13	936349.7828
2005	DHS	S	Always Small Vendor	Duns	1	1	0	0	0	204	1	520	352814.3412
2005	DHS	S	Always Small Vendor	Duns	1	1	0	0	1	122	2	322	1476236.2218
2005	DHS	S	Always Small Vendor	Name	1	0	0	0	0	68	1	192	114266.3998
2005	DHS	S	Always Small Vendor	Name	1	0	0	0	1	72	2	212	872017.9568
2005	DHS	S	Always Small Vendor	Name	1	0	0	1	1	19	2	78	2778929.0820
2005	DHS	S	Always Small Vendor	Name	1	0	1	1	1	1	1	4	1319400.0000
2005	DHS	S	Always Small Vendor	Name	1	1	0	0	0	351	1	910	407064.7002
2005	DHS	S	Always Small Vendor	Name	1	1	0	0	1	233	2	706	3074632.4404
2005	DHS	S	Always Small Vendor	Name	1	1	0	1	1	3	1	12	342841.9376
2005	DHS	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	598	598	914	833664.9784
2005	DHS	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	674	674	1215	6843498.2392
2005	DHS	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	48	48	70	2878682.9668
2005	DHS	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	12	12	13	4047941.2535
2005	DHS	S	Always Small Vendor	PDuns	1	0	0	0	0	814	814	2268	2748713.0885
2005	DHS	S	Always Small Vendor	PDuns	1	0	0	0	1	2074	2074	4332	27144026.9252
2005	DHS	S	Always Small Vendor	PDuns	1	0	0	1	1	1692	1696	4493	218149120.7650
2005	DHS	S	Always Small Vendor	PDuns	1	0	1	1	1	951	961	4848	1056912692.5455
2005	DHS	S	Always Small Vendor	PDuns	1	1	0	0	0	3	3	10	18973.8500
2005	DHS	S	Always Small Vendor	PDuns	1	1	0	0	1	14	14	22	164427.1689
2005	DHS	S	Always Small Vendor	PDuns	1	1	0	1	1	35	35	94	3642877.5937
2005	DHS	S	Always Small Vendor	PDuns	1	1	1	1	1	22	22	111	6751255.1405
2005	DHS	S	Always Small Vendor	PID	NULL	NULL	0	0	0	1	1	2	0.0000
2005	DHS	S	Always Small Vendor	PID	1	0	0	0	0	1	1	2	0.0000
2005	DHS	S	Always Small Vendor	PID	1	0	0	0	1	4	4	13	29475.0000
2005	DHS	S	Always Small Vendor	PID	1	0	0	1	1	9	9	45	1540279.2380
2005	DHS	S	Always Small Vendor	PID	1	0	1	1	1	37	37	316	1119596572.9590
2005	DHS	S	Always Small Vendor	PID	1	1	1	1	1	3	3	4	110759.3984
2005	DHS	U	Unlabeled Vendor	Duns	1	0	0	0	0	24	1	60	-1668532.3834
2005	DHS	U	Unlabeled Vendor	Duns	1	0	0	0	1	29	1	92	542618.9392
2005	DHS	U	Unlabeled Vendor	Duns	1	0	0	1	1	15	1	56	2222618.3000
2005	DHS	U	Unlabeled Vendor	Duns	1	0	1	1	1	2	1	4	11647291.0996
2005	DHS	U	Unlabeled Vendor	Duns	1	1	0	0	0	74	1	190	112928.2196
2005	DHS	U	Unlabeled Vendor	Duns	1	1	0	0	1	84	1	226	1142669.7630
2005	DHS	U	Unlabeled Vendor	Duns	1	1	0	1	1	11	1	38	2560175.2810
2005	DHS	U	Unlabeled Vendor	Duns	1	1	1	1	1	2	1	8	0.0000
2005	DHS	U	Unlabeled Vendor	Name	1	0	0	0	0	42	1	130	-68262.5592
2005	DHS	U	Unlabeled Vendor	Name	1	0	0	0	1	65	1	266	1209903.8826
2005	DHS	U	Unlabeled Vendor	Name	1	0	0	1	1	25	2	66	2263768.0410
2005	DHS	U	Unlabeled Vendor	Name	1	0	1	1	1	2	1	36	8317493.1490
2005	DHS	U	Unlabeled Vendor	Name	1	1	0	0	0	163	2	534	168611.1990
2005	DHS	U	Unlabeled Vendor	Name	1	1	0	0	1	175	1	556	2558092.4736
2005	DHS	U	Unlabeled Vendor	Name	1	1	0	1	1	18	1	58	3913243.6914
2005	DHS	U	Unlabeled Vendor	Name	1	1	1	1	1	1	1	4	5952575.5000
2005	Energy	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	6	6	161	1769698879.0809
2005	Energy	B	Big Five	PID	1	1	1	1	1	5	5	130	2801775490.4049
2005	Energy	L	Large Vendor	PID	1	0	1	1	1	26	26	520	7116728605.1254
2005	Energy	L	Large Vendor	PID	1	1	0	1	1	1	1	2	0.0000
2005	Energy	L	Large Vendor	PID	1	1	1	1	1	60	60	1679	9511976192.7944
2005	Energy	M	Medium Vendor	Duns	1	0	1	1	1	1	1	10	6546823.0000
2005	Energy	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	1	1	0	0.0000
2005	Energy	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	2	2	2	12500000.0000
2005	Energy	M	Medium Vendor	PDuns	1	0	0	0	0	8	8	11	1575.0000
2005	Energy	M	Medium Vendor	PDuns	1	0	0	0	1	56	57	73	565482.9217
2005	Energy	M	Medium Vendor	PDuns	1	0	0	1	1	73	73	167	4718960.8519
2005	Energy	M	Medium Vendor	PDuns	1	0	1	1	1	76	78	530	264571504.5953
2005	Energy	M	Medium Vendor	PDuns	1	1	0	0	1	4	4	8	110205.0000
2005	Energy	M	Medium Vendor	PDuns	1	1	0	1	1	15	15	18	264276.9500
2005	Energy	M	Medium Vendor	PDuns	1	1	1	1	1	28	28	63	4987495.3770
2005	Energy	M	Medium Vendor	PID	1	0	0	0	0	1	1	2	-10323.0000
2005	Energy	M	Medium Vendor	PID	1	0	0	0	1	2	2	3	38018.0000
2005	Energy	M	Medium Vendor	PID	1	0	0	1	1	2	2	2	60000.0000
2005	Energy	M	Medium Vendor	PID	1	0	1	1	1	25	25	178	1316110669.0454
2005	Energy	M	Medium Vendor	PID	1	1	1	1	1	5	5	32	21115463.5000
2005	Energy	N	Sometimes Small Vendor	Duns	1	0	1	1	1	3	3	4	610869.5098
2005	Energy	N	Sometimes Small Vendor	Duns	1	1	1	1	1	4	3	11	6273564.0000
2005	Energy	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	1	1	0	0.0000
2005	Energy	N	Sometimes Small Vendor	PDuns	1	0	0	0	1	59	60	99	339698.1561
2005	Energy	N	Sometimes Small Vendor	PDuns	1	0	0	1	1	140	147	317	9825028.2491
2005	Energy	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	205	219	1053	327715554.5675
2005	Energy	N	Sometimes Small Vendor	PDuns	1	1	0	0	1	4	4	4	34211.0000
2005	Energy	N	Sometimes Small Vendor	PDuns	1	1	0	1	1	31	31	69	1530133.4517
2005	Energy	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	82	111	295	31292479.8586
2005	Energy	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	4124.0000
2005	Energy	N	Sometimes Small Vendor	PID	1	0	0	1	1	9	9	15	403398.6994
2005	Energy	N	Sometimes Small Vendor	PID	1	0	1	1	1	78	78	709	248523812.2845
2005	Energy	N	Sometimes Small Vendor	PID	1	1	0	1	1	4	4	19	235173.2412
2005	Energy	N	Sometimes Small Vendor	PID	1	1	1	1	1	79	79	534	299268835.6600
2005	Energy	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2005	Energy	S	Always Small Vendor	Duns	1	0	0	0	0	1	1	2	240.0000
2005	Energy	S	Always Small Vendor	Duns	1	0	0	0	1	2	2	3	2989.2600
2005	Energy	S	Always Small Vendor	Duns	1	0	0	1	1	1	1	1	184854.0000
2005	Energy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	10	10	46	340637.5884
2005	Energy	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	5	5	0	37000.0000
2005	Energy	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	4	4	1	190572.2207
2005	Energy	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	1	1	0	0.0000
2005	Energy	S	Always Small Vendor	PDuns	1	0	0	0	0	34	34	52	-40515.9792
2005	Energy	S	Always Small Vendor	PDuns	1	0	0	0	1	378	381	564	4555845.8185
2005	Energy	S	Always Small Vendor	PDuns	1	0	0	1	1	305	305	874	30805820.9274
2005	Energy	S	Always Small Vendor	PDuns	1	0	1	1	1	278	279	1904	379952651.6917
2005	Energy	S	Always Small Vendor	PDuns	1	1	0	0	1	3	3	3	30167.2900
2005	Energy	S	Always Small Vendor	PDuns	1	1	0	1	1	6	6	11	408610.4490
2005	Energy	S	Always Small Vendor	PDuns	1	1	1	1	1	8	8	45	5509139.3398
2005	Energy	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	0	5038.1500
2005	Energy	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	-1080.2500
2005	Energy	S	Always Small Vendor	PID	1	0	0	1	1	3	3	5	483725.3102
2005	Energy	S	Always Small Vendor	PID	1	0	1	1	1	5	5	46	7836882.7111
2005	Energy	S	Always Small Vendor	PID	1	1	1	1	1	2	2	16	584677.0000
2005	GSA	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	18	18	1412	97465937.3864
2005	GSA	B	Big Five	PID	1	1	1	1	1	5	5	3348	1014855074.9899
2005	GSA	L	Large Vendor	PID	1	0	0	0	1	1	1	39	72.6700
2005	GSA	L	Large Vendor	PID	1	0	0	1	1	1	1	7	27404.5502
2005	GSA	L	Large Vendor	PID	1	0	1	1	1	49	49	6674	358971630.1945
2005	GSA	L	Large Vendor	PID	1	1	0	1	1	1	1	3	49000.0000
2005	GSA	L	Large Vendor	PID	1	1	1	1	1	91	91	50782	3187821697.5683
2005	GSA	M	Medium Vendor	Duns	1	0	0	1	1	4	4	20	173590.9179
2005	GSA	M	Medium Vendor	Duns	1	0	1	1	1	11	11	2869	34667148.6466
2005	GSA	M	Medium Vendor	Duns	1	1	0	1	1	3	3	6	302188.8320
2005	GSA	M	Medium Vendor	Duns	1	1	1	1	1	1	1	21	498288.5126
2005	GSA	M	Medium Vendor	PDuns	NULL	NULL	0	0	0	32	32	497	231855.3499
2005	GSA	M	Medium Vendor	PDuns	NULL	NULL	0	0	1	11	11	616	342966.5903
2005	GSA	M	Medium Vendor	PDuns	NULL	NULL	0	1	1	92	92	13	565411.2893
2005	GSA	M	Medium Vendor	PDuns	NULL	NULL	1	1	1	113	113	0	1685044.2208
2005	GSA	M	Medium Vendor	PDuns	1	0	0	0	0	395	395	3891	4481575.3156
2005	GSA	M	Medium Vendor	PDuns	1	0	0	0	1	1064	1073	31613	126036029.8912
2005	GSA	M	Medium Vendor	PDuns	1	0	0	1	1	836	860	10834	607444315.7504
2005	GSA	M	Medium Vendor	PDuns	1	0	1	1	1	623	667	8564	1425423413.0082
2005	GSA	M	Medium Vendor	PDuns	1	1	0	0	0	4	4	48	24463.1901
2005	GSA	M	Medium Vendor	PDuns	1	1	0	0	1	7	7	18	162484.8193
2005	GSA	M	Medium Vendor	PDuns	1	1	0	1	1	29	29	396	4098631.4190
2005	GSA	M	Medium Vendor	PDuns	1	1	1	1	1	29	33	2447	49375414.1860
2005	GSA	M	Medium Vendor	PID	NULL	NULL	0	0	0	1	1	0	0.0000
2005	GSA	M	Medium Vendor	PID	NULL	NULL	1	1	1	2	2	0	0.0000
2005	GSA	M	Medium Vendor	PID	1	0	0	0	0	4	4	27	-24981.6800
2005	GSA	M	Medium Vendor	PID	1	0	0	0	1	9	9	40	351062.3715
2005	GSA	M	Medium Vendor	PID	1	0	0	1	1	16	16	52	2244372.9273
2005	GSA	M	Medium Vendor	PID	1	0	1	1	1	62	62	505	163849588.4630
2005	GSA	M	Medium Vendor	PID	1	1	1	1	1	20	20	304	69332708.0898
2005	GSA	N	Sometimes Small Vendor	Duns	1	0	0	0	0	1	1	6	3840.0000
2005	GSA	N	Sometimes Small Vendor	Duns	1	0	1	1	1	2	2	217	6463947.4195
2005	GSA	N	Sometimes Small Vendor	Duns	1	1	1	1	1	3	2	44	456601.3240
2005	GSA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	0	0	1	1	2	102.9000
2005	GSA	N	Sometimes Small Vendor	PDuns	NULL	NULL	0	1	1	8	8	98	560455.3621
2005	GSA	N	Sometimes Small Vendor	PDuns	NULL	NULL	1	1	1	9	9	0	558771.5322
2005	GSA	N	Sometimes Small Vendor	PDuns	1	0	0	0	0	27	28	951	475153.4687
2005	GSA	N	Sometimes Small Vendor	PDuns	1	0	0	0	1	555	569	16773	50668924.9565
2005	GSA	N	Sometimes Small Vendor	PDuns	1	0	0	1	1	1103	1150	125248	537093619.2846
2005	GSA	N	Sometimes Small Vendor	PDuns	1	0	1	1	1	1443	1672	75957	1899392961.5982
2005	GSA	N	Sometimes Small Vendor	PDuns	1	1	0	0	1	31	31	980	631065.1776
2005	GSA	N	Sometimes Small Vendor	PDuns	1	1	0	1	1	167	184	9601	39125043.8584
2005	GSA	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	323	517	123292	402996863.1333
2005	GSA	N	Sometimes Small Vendor	PID	1	0	0	0	1	8	8	43	634091.4318
2005	GSA	N	Sometimes Small Vendor	PID	1	0	0	1	1	41	41	855	18235518.3058
2005	GSA	N	Sometimes Small Vendor	PID	1	0	1	1	1	313	313	40611	891144859.9681
2005	GSA	N	Sometimes Small Vendor	PID	1	1	0	1	1	11	11	349	2776613.5214
2005	GSA	N	Sometimes Small Vendor	PID	1	1	1	1	1	180	180	26169	1104941669.3809
2005	GSA	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	2	2	0	0.0000
2005	GSA	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	1	0	0.0000
2005	GSA	S	Always Small Vendor	Duns	1	0	0	0	0	11	1	328	83343.6800
2005	GSA	S	Always Small Vendor	Duns	1	0	0	0	1	9	7	90	372671.9191
2005	GSA	S	Always Small Vendor	Duns	1	0	0	1	1	12	10	815	2938121.5766
2005	GSA	S	Always Small Vendor	Duns	1	0	1	1	1	10	10	61	3526139.3796
2005	GSA	S	Always Small Vendor	Duns	1	1	0	1	1	2	2	40	153929.5305
2005	GSA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	0	192	192	2424	1127340.1620
2005	GSA	S	Always Small Vendor	PDuns	NULL	NULL	0	0	1	107	107	5475	2974884.6108
2005	GSA	S	Always Small Vendor	PDuns	NULL	NULL	0	1	1	1053	1053	636	2639183.9363
2005	GSA	S	Always Small Vendor	PDuns	NULL	NULL	1	1	1	587	587	11	3608478.7837
2005	GSA	S	Always Small Vendor	PDuns	1	0	0	0	0	1071	1071	13719	12037984.1532
2005	GSA	S	Always Small Vendor	PDuns	1	0	0	0	1	4108	4114	61566	427615105.1939
2005	GSA	S	Always Small Vendor	PDuns	1	0	0	1	1	2927	2935	108770	970821959.3033
2005	GSA	S	Always Small Vendor	PDuns	1	0	1	1	1	2311	2327	50296	1339834647.8587
2005	GSA	S	Always Small Vendor	PDuns	1	1	0	0	0	1	1	4	3750.0000
2005	GSA	S	Always Small Vendor	PDuns	1	1	0	0	1	13	13	219	533445.7293
2005	GSA	S	Always Small Vendor	PDuns	1	1	0	1	1	46	46	532	5712756.3159
2005	GSA	S	Always Small Vendor	PDuns	1	1	1	1	1	40	40	1516	19982459.6228
2005	GSA	S	Always Small Vendor	PID	NULL	NULL	0	0	0	2	2	0	0.0000
2005	GSA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	3	3	0	0.0000
2005	GSA	S	Always Small Vendor	PID	NULL	NULL	1	1	1	2	2	0	438288.9688
2005	GSA	S	Always Small Vendor	PID	1	0	0	0	0	5	5	32	6928.7900
2005	GSA	S	Always Small Vendor	PID	1	0	0	0	1	11	11	35	315678.3828
2005	GSA	S	Always Small Vendor	PID	1	0	0	1	1	22	22	133	8071468.9007
2005	GSA	S	Always Small Vendor	PID	1	0	1	1	1	59	59	883	101906430.6816
2005	GSA	S	Always Small Vendor	PID	1	1	1	1	1	9	9	30	1000831.9752
