fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2002	Defense	Other Products	M	Medium Vendor	PDuns	NULL	0	1	1	1	1	10810.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns	0	0	0	15	15	25	-388573.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns	0	0	1	135	135	216	2412303.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns	0	1	1	462	482	2803	950668023.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns	1	0	0	4	4	7	-256.5800
2002	Defense	Other Products	M	Medium Vendor	PDuns	1	0	1	53	53	57	1317777.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns	1	1	1	270	270	718	734154219.0000
2002	Defense	Other Products	M	Medium Vendor	PID	0	0	1	1	1	1	25207.0000
2002	Defense	Other Products	M	Medium Vendor	PID	0	1	1	27	27	1112	464958362.0000
2002	Defense	Other Products	M	Medium Vendor	PID	1	1	1	6	6	488	286983680.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	Duns	0	1	1	3	3	830	1675900331.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	Name	0	1	1	1	1	17	884394.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	4	506.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns	0	0	1	67	70	185	1511754.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns	0	1	1	994	1344	9637	1461063881.9800
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	26275.0000
2002	Defense	Other Products	N	Sometimes Small Vendor	PID	0	1	1	148	148	1816	780322707.5806
2002	Defense	Other Products	S	Always Small Vendor	Duns	0	1	1	2	2	3	240331.0000
2002	Defense	Other Products	S	Always Small Vendor	PDuns	NULL	0	0	19	19	0	0.0000
2002	Defense	Other Products	S	Always Small Vendor	PDuns	NULL	1	1	7	7	6	255166.0000
2002	Defense	Other Products	S	Always Small Vendor	PDuns	0	0	0	96	96	257	-731004.0000
2002	Defense	Other Products	S	Always Small Vendor	PDuns	0	0	1	1084	1086	1744	18951762.5000
2002	Defense	Other Products	S	Always Small Vendor	PDuns	0	1	1	2117	2134	8011	1438751061.7609
2002	Defense	Other Products	S	Always Small Vendor	PID	0	1	1	19	19	351	170774755.0000
2002	Defense	Other Products	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	40	38895978.0000
2002	Defense	Other R&D and Knowledge Based	NULL	NULL	PID	NULL	NULL	NULL	17	17	520	318520730.0000
2002	Defense	Other R&D and Knowledge Based	B	Big Five	PID	0	1	1	5	5	4996	2143859039.9375
2002	Defense	Other R&D and Knowledge Based	J	Large: Big 5 JV	PID	0	1	1	2	2	15	18705423.0000
2002	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	0	1	1	106	106	11460	4697852225.1149
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	NULL	0	0	1	1	0	0.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	0	1	1	9	9	104	37370754.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	1	0	0	1	1	2	-1289.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	0	15	15	1	11600.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	0	1	1	1	0	0.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	NULL	1	1	3	3	5	293018.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	0	29	29	47	1056700.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	0	1	160	160	291	2627362.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	0	1	1	726	793	3483	1095751910.6446
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	0	0	12	12	49	-155417.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	0	1	61	61	357	2462881.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns	1	1	1	330	330	3221	92605500.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	0	0	1	2	2	3	89090.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	0	1	1	95	95	1955	816415983.0782
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	1	1	3	3	23	1430512.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	Duns	0	1	1	4	4	52	11933606.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	Name	0	1	1	1	1	15	940255.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	0	0	5	5	13	16677.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	0	1	41	41	110	825426.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	0	1	1	904	1132	9482	2022091081.6797
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns	1	1	1	2	2	7	862057.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	0	1	2	2	2	4137.0000
2002	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	0	1	1	332	332	9556	2717556539.4086
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	NULL	0	0	1	1	0	0.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	NULL	1	1	2	2	0	0.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	0	1	1	8	8	41	35604150.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	0	0	4	4	99	4628353.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	0	1	2	2	5	19350.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	NULL	1	1	2	2	4	288904.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	0	208	208	462	-424530.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	0	1	1142	1142	2172	15800677.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	0	1	1	3160	3172	11295	1720701631.3422
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns	1	1	1	1	1	1	265080.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	0	0	2	2	3	2050.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	0	1	2	2	2	17230.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	0	1	1	117	117	1099	290676532.9454
2002	Defense	Other R&D and Knowledge Based	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	1	65000.0000
2002	Defense	Other Services	NULL	NULL	PID	NULL	NULL	NULL	5	5	33	8451124.0000
2002	Defense	Other Services	B	Big Five	PID	0	1	1	5	5	812	628707340.0000
2002	Defense	Other Services	L	Large Vendor	PID	0	0	0	3	3	5	-1333497.0000
2002	Defense	Other Services	L	Large Vendor	PID	0	1	1	65	65	2944	4725978836.4099
2002	Defense	Other Services	L	Large Vendor	PID	1	1	1	2	2	2	414535.0000
2002	Defense	Other Services	M	Medium Vendor	Duns	0	1	1	1	1	6	1178307.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	NULL	0	0	7	7	0	0.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	NULL	0	1	1	1	1	16160.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	NULL	1	1	1	1	1	0.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	0	0	0	18	18	162	257988.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	0	0	1	141	141	243	2076187.3999
2002	Defense	Other Services	M	Medium Vendor	PDuns	0	1	1	328	338	1339	388927835.2851
2002	Defense	Other Services	M	Medium Vendor	PDuns	1	0	0	15	15	71	-710025.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns	1	0	1	64	64	182	1826012.0400
2002	Defense	Other Services	M	Medium Vendor	PDuns	1	1	1	402	403	1284	242920443.2500
2002	Defense	Other Services	M	Medium Vendor	PID	0	0	1	1	1	1	2688.0000
2002	Defense	Other Services	M	Medium Vendor	PID	0	1	1	49	49	682	1963801211.5000
2002	Defense	Other Services	M	Medium Vendor	PID	1	1	1	3	3	19	129407059.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	Duns	0	1	1	2	2	1	720.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	Name	0	1	1	1	1	38	2591607.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PDuns	0	0	0	4	4	91	16239.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PDuns	0	0	1	49	50	192	878848.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PDuns	0	1	1	462	568	3559	704826352.7500
2002	Defense	Other Services	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	159876.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PID	0	0	1	1	1	2	25000.0000
2002	Defense	Other Services	N	Sometimes Small Vendor	PID	0	1	1	150	150	2052	1103494940.8438
2002	Defense	Other Services	S	Always Small Vendor	Duns	NULL	1	1	1	1	0	0.0000
2002	Defense	Other Services	S	Always Small Vendor	Duns	0	1	1	2	2	9	417191.0000
2002	Defense	Other Services	S	Always Small Vendor	PDuns	NULL	0	0	4	4	22	1001220.0000
2002	Defense	Other Services	S	Always Small Vendor	PDuns	NULL	1	1	2	2	3	127998.0000
2002	Defense	Other Services	S	Always Small Vendor	PDuns	0	0	0	112	112	312	-218849.0000
2002	Defense	Other Services	S	Always Small Vendor	PDuns	0	0	1	714	716	1547	9584495.0000
2002	Defense	Other Services	S	Always Small Vendor	PDuns	0	1	1	1643	1649	4479	464453767.0000
2002	Defense	Other Services	S	Always Small Vendor	PID	0	0	1	2	2	2	7659.0000
2002	Defense	Other Services	S	Always Small Vendor	PID	0	1	1	37	37	483	197964506.0000
2002	Defense	Other Services	U	Unlabeled Vendor	Duns	NULL	1	1	1	1	3	86036.0000
2002	Defense	Ships & Submarines	NULL	NULL	PID	NULL	NULL	NULL	4	4	134	32151197.0000
2002	Defense	Ships & Submarines	B	Big Five	PID	0	1	1	5	5	3327	8662266839.9004
2002	Defense	Ships & Submarines	L	Large Vendor	PID	0	1	1	58	58	1661	1457376609.0000
2002	Defense	Ships & Submarines	L	Large Vendor	PID	1	1	1	2	2	213	211508358.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	Duns	0	1	1	2	2	4	256488.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	NULL	0	0	3	3	1	48230.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	NULL	0	1	1	1	1	6000.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	0	0	0	3	3	3	-27575.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	0	0	1	24	24	32	493668.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	0	1	1	104	106	848	97962916.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	1	0	1	17	17	18	443116.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns	1	1	1	143	144	488	246416835.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PID	0	1	1	11	11	1085	282052066.0000
2002	Defense	Ships & Submarines	M	Medium Vendor	PID	1	1	1	3	3	6	426329.0000
2002	Defense	Ships & Submarines	N	Sometimes Small Vendor	Name	0	1	1	1	1	1	526850.0000
2002	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	0	1	11	11	17	233298.0000
2002	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns	0	1	1	490	604	4583	653780953.0000
2002	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	0	1	1	106	106	2089	534351483.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	Duns	NULL	1	1	1	1	0	0.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	Duns	0	1	1	2	2	39	862079.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	0	12	12	17	-814174.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	0	0	1	195	195	268	4026092.0000
2002	Defense	Ships & Submarines	S	Always Small Vendor	PDuns	0	1	1	980	991	5712	637242023.0298
2002	Defense	Ships & Submarines	S	Always Small Vendor	PID	0	1	1	23	23	708	75349997.0000
2002	Defense	Space Systems	NULL	NULL	PID	NULL	NULL	NULL	1	1	0	0.0000
2002	Defense	Space Systems	B	Big Five	PID	0	1	1	5	5	645	2825795016.0000
2002	Defense	Space Systems	J	Large: Big 5 JV	PID	0	1	1	1	1	10	10015306.0000
2002	Defense	Space Systems	L	Large Vendor	PID	0	1	1	22	22	381	600820009.0000
2002	Defense	Space Systems	M	Medium Vendor	PDuns	0	0	1	1	1	1	28296.0000
2002	Defense	Space Systems	M	Medium Vendor	PDuns	0	1	1	17	17	42	9881006.0000
2002	Defense	Space Systems	M	Medium Vendor	PDuns	1	1	1	5	5	6	5896854.0000
2002	Defense	Space Systems	M	Medium Vendor	PID	0	1	1	5	5	37	492067219.0000
2002	Defense	Space Systems	M	Medium Vendor	PID	1	1	1	1	1	2	-442103.0000
2002	Defense	Space Systems	N	Sometimes Small Vendor	PDuns	0	1	1	44	48	319	146097925.0000
2002	Defense	Space Systems	N	Sometimes Small Vendor	PID	0	1	1	28	28	156	47146420.0000
2002	Defense	Space Systems	S	Always Small Vendor	Duns	0	1	1	1	1	4	534243.0000
2002	Defense	Space Systems	S	Always Small Vendor	PDuns	0	1	1	130	131	341	65821584.0000
2002	Defense	Space Systems	S	Always Small Vendor	PID	0	1	1	12	12	93	23575703.0000
2003	Defense	NULL	NULL	NULL	PID	NULL	NULL	NULL	1	1	1	0.0000
2003	Defense	NULL	B	Big Five	PID	0	1	1	3	3	20	3968703.7500
2003	Defense	NULL	J	Large: Big 5 JV	PID	0	1	1	1	1	1	0.0000
2003	Defense	NULL	L	Large Vendor	PID	0	1	1	23	23	80	15266529.8396
2003	Defense	NULL	L	Large Vendor	PID	1	1	1	1	1	1	33619.0000
2003	Defense	NULL	M	Medium Vendor	PDuns	NULL	0	0	7	7	5	4104.0000
2003	Defense	NULL	M	Medium Vendor	PDuns	NULL	0	1	9	9	10	62000.3800
2003	Defense	NULL	M	Medium Vendor	PDuns	NULL	1	1	3	3	3	27956.2000
2003	Defense	NULL	M	Medium Vendor	PDuns	0	0	0	2	2	2	0.0000
2003	Defense	NULL	M	Medium Vendor	PDuns	0	1	1	5	5	4	2300.0000
2003	Defense	NULL	M	Medium Vendor	PDuns	1	1	1	1	1	1	19200.0000
2003	Defense	NULL	M	Medium Vendor	PID	0	1	1	3	3	3	100000.0000
2003	Defense	NULL	N	Sometimes Small Vendor	Duns	0	1	1	2	2	3	700.0000
2003	Defense	NULL	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	1	17625.0000
2003	Defense	NULL	N	Sometimes Small Vendor	PDuns	0	0	0	1	1	2	1848.0000
2003	Defense	NULL	N	Sometimes Small Vendor	PDuns	0	0	1	4	4	7	52883.0000
2003	Defense	NULL	N	Sometimes Small Vendor	PDuns	0	1	1	34	34	40	8984318.5436
2003	Defense	NULL	N	Sometimes Small Vendor	PID	0	1	1	25	25	48	46679404.8903
2003	Defense	NULL	S	Always Small Vendor	PDuns	NULL	0	0	1	1	1	8083.0000
2003	Defense	NULL	S	Always Small Vendor	PDuns	NULL	0	1	2	2	2	13300.0000
2003	Defense	NULL	S	Always Small Vendor	PDuns	0	0	1	5	5	5	17938.0000
2003	Defense	NULL	S	Always Small Vendor	PDuns	0	1	1	22	22	39	297318.8400
2003	Defense	NULL	S	Always Small Vendor	PID	0	1	1	2	2	3	618547.0000
2003	Defense	Aircraft	NULL	NULL	PID	NULL	NULL	NULL	17	17	152	30398770.0000
2003	Defense	Aircraft	B	Big Five	PID	0	1	1	5	5	8677	28934151139.9492
2003	Defense	Aircraft	J	Large: Big 5 JV	PID	0	1	1	5	5	165	1710955686.0000
2003	Defense	Aircraft	L	Large Vendor	PID	0	1	1	73	73	14227	12959177578.8750
2003	Defense	Aircraft	L	Large Vendor	PID	1	1	1	1	1	14	7997555.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	NULL	1	1	2	2	0	0.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	0	0	0	4	4	5	9324.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	0	0	1	23	23	28	296237.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	0	1	1	140	142	464	223602724.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	1	0	0	2	2	4	-14518.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	1	0	1	12	12	13	221620.0000
2003	Defense	Aircraft	M	Medium Vendor	PDuns	1	1	1	104	106	364	131229518.6016
2003	Defense	Aircraft	M	Medium Vendor	PID	0	0	0	1	1	1	-30250.0000
2003	Defense	Aircraft	M	Medium Vendor	PID	0	1	1	25	25	148	51671023.0000
2003	Defense	Aircraft	M	Medium Vendor	PID	1	1	1	3	3	79	13452728.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	Duns	0	1	1	3	3	13	4530905.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns	NULL	0	0	1	1	0	0.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns	0	0	1	22	23	47	611593.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns	0	1	1	766	1030	8999	1552922197.0894
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns	1	1	1	1	1	1	117105.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PID	0	1	1	194	194	4385	1509435878.0000
2003	Defense	Aircraft	S	Always Small Vendor	Duns	0	1	1	5	5	10	1645623.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	NULL	0	0	15	15	28	3274325.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	NULL	0	1	3	3	0	0.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	NULL	1	1	11	11	6	1848805.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	0	0	0	42	42	51	-99303.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	0	0	1	341	341	415	7295156.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns	0	1	1	2161	2188	9581	1404848502.5000
2003	Defense	Aircraft	S	Always Small Vendor	PID	0	1	1	47	47	309	81862253.0431
2003	Defense	Electronics, Comms, & Sensors	NULL	NULL	PID	NULL	NULL	NULL	21	21	1109	474350273.0000
2003	Defense	Electronics, Comms, & Sensors	B	Big Five	PID	0	1	1	5	5	13529	9990760402.7237
2003	Defense	Electronics, Comms, & Sensors	J	Large: Big 5 JV	PID	0	1	1	3	3	9	9259427.0000
2003	Defense	Electronics, Comms, & Sensors	J	Large: Big 5 JV	PID	1	1	1	1	1	2	-93483.0000
2003	Defense	Electronics, Comms, & Sensors	L	Large Vendor	Duns	0	1	1	1	1	1	336000.0000
2003	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	0	1	1	113	113	43086	10611265366.9790
2003	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	1	1	3	3	68	13688797.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	0	0	1	1	1	1	1151.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	0	1	1	10	10	65	12392007.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	NULL	0	0	5	5	0	0.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	NULL	0	1	3	3	3	46429.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	0	0	33	34	110	428479.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	0	1	211	211	493	6088593.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	0	1	1	459	472	2033	396273790.6567
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	0	0	11	11	23	12077.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	0	1	109	109	134	2103759.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns	1	1	1	425	427	1332	300399176.3125
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	0	0	1	6	6	11	124143.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	0	1	1	88	88	1488	426151541.0000
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	1	5	5	19	2470709.0000
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	0	1	1	3	3	21	258859554.6001
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	NULL	0	0	2	2	0	0.0000
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	0	7	7	11	14835.0000
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	0	1	184	197	513	4462075.4298
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	0	1	1	1747	2301	20006	2534896718.7532
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns	1	1	1	3	3	9	662499.0000
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	0	0	1	3	3	4	34610.0000
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	0	1	1	472	472	19579	4453362299.5253
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	NULL	0	0	4	4	0	0.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	0	1	1	17	17	86	13893277.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	0	0	38	38	41	3160809.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	NULL	1	1	4	4	5	1553538.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	0	211	211	326	-972480.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	0	1	2403	2405	3748	37220000.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	0	1	1	4714	4770	18279	2109461539.7509
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns	1	1	1	2	2	3	232159.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	0	0	2	2	2	4970.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	0	1	9	9	17	135681.0000
2003	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	0	1	1	135	135	1433	285433034.6250
2003	Defense	Electronics, Comms, & Sensors	U	Unlabeled Vendor	Duns	1	1	1	1	1	5	519440.0000
2003	Defense	Facilities and Construction	NULL	NULL	PID	NULL	NULL	NULL	14	14	825	95820004.0000
2003	Defense	Facilities and Construction	B	Big Five	PID	0	1	1	5	5	1445	568481335.9995
2003	Defense	Facilities and Construction	J	Large: Big 5 JV	PID	1	1	1	1	1	41	56291899.0000
2003	Defense	Facilities and Construction	L	Large Vendor	Duns	0	1	1	1	1	204	172367748.0000
2003	Defense	Facilities and Construction	L	Large Vendor	PID	0	0	0	1	1	2	-1556.0000
2003	Defense	Facilities and Construction	L	Large Vendor	PID	0	1	1	142	142	17022	7319583448.7179
2003	Defense	Facilities and Construction	L	Large Vendor	PID	1	1	1	7	7	751	337009119.9814
2003	Defense	Facilities and Construction	M	Medium Vendor	Duns	NULL	0	0	1	1	0	0.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	Duns	0	0	1	1	1	3	15388.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	Duns	0	1	1	13	13	78	15000139.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	0	0	2	2	3	-1262.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	1	1	1	1	1	13150.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	0	20	20	14	683278.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	0	1	5	5	5	32537.9400
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	NULL	1	1	3	3	0	0.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	0	0	0	132	134	625	11024050.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	0	0	1	630	633	1142	9439700.8000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	0	1	1	1661	1743	13429	3636034257.6329
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	1	0	0	63	63	306	-4019870.9600
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	1	0	1	323	324	909	8692526.3102
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns	1	1	1	1920	1936	15600	2257185261.5669
2003	Defense	Facilities and Construction	M	Medium Vendor	PID	0	0	0	1	1	2	2530.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PID	0	0	1	10	10	14	116377.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PID	0	1	1	159	159	3664	1477037231.1563
2003	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	1	18	18	662	569223415.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	0	1	1	3	3	115	33449301.9259
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	NULL	1	1	1	1	0	0.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	0	0	14	14	77	81146.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	0	1	341	350	883	6216344.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	0	1	1	2476	3265	35561	4542986102.3877
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns	1	1	1	5	5	11	489712.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	0	0	0	1	1	1	2342.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	0	0	1	7	7	48	371671.0000
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	0	1	1	493	493	22216	4996303653.5906
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	1	1	1	343	30659671.0000
2003	Defense	Facilities and Construction	S	Always Small Vendor	Duns	NULL	0	0	2	2	0	0.0000
2003	Defense	Facilities and Construction	S	Always Small Vendor	Duns	NULL	1	1	1	1	0	0.0000
2003	Defense	Facilities and Construction	S	Always Small Vendor	Duns	0	0	0	1	1	1	103.0000
