"Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Product or Service Code","Product or Service Description","Type of Contract","Action Obligation",
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7022","INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, HYBRID)","FIRM FIXED PRICE","$145,269.60","4"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7025","INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES","FIRM FIXED PRICE","$117,704,612.82","3,823"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7025","INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES","FIXED PRICE AWARD FEE","$64,112.16","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7025","INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES","FIXED PRICE REDETERMINATION","$1,059.88","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7025","INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES","ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)","$0.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7030","INFORMATION TECHNOLOGY SOFTWARE","FIRM FIXED PRICE","$12,207,512.59","177"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7035","INFORMATION TECHNOLOGY SUPPORT EQUIPMENT","FIRM FIXED PRICE","$79,555,835.57","281"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7040","PUNCHED CARD EQUIPMENT","FIRM FIXED PRICE","$775.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7042","MINI AND MICRO COMPUTER CONTROL DEVICES","FIRM FIXED PRICE","$188,477.97","12"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7045","INFORMATION TECHNOLOGY SUPPLIES","FIRM FIXED PRICE","$29,223,586.61","2,888"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7050","INFORMATION TECHNOLOGY COMPONENTS","FIRM FIXED PRICE","$8,626,992.09","365"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7105","HOUSEHOLD FURNITURE","FIRM FIXED PRICE","$8,499,495.85","70"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7105","HOUSEHOLD FURNITURE","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$5,336,450.60","15"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7105","HOUSEHOLD FURNITURE","ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7110","OFFICE FURNITURE","FIRM FIXED PRICE","$5,404,522.72","328"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7125","CABINETS, LOCKERS, BINS, AND SHELVING","FIRM FIXED PRICE","$20,976,861.19","148"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7195","MISCELLANEOUS FURNITURE AND FIXTURES","FIRM FIXED PRICE","$1,524,816.24","34"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7210","HOUSEHOLD FURNISHINGS","FIRM FIXED PRICE","$20,331,195.60","143"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7220","FLOOR COVERINGS","FIRM FIXED PRICE","$749,890.05","61"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7230","DRAPERIES, AWNINGS, AND SHADES","FIRM FIXED PRICE","$55,059.06","8"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7240","HOUSEHOLD AND COMMERCIAL UTILITY CONTAINERS","FIRM FIXED PRICE","$3,063,025.48","6,872"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7240","HOUSEHOLD AND COMMERCIAL UTILITY CONTAINERS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$823,409.09","22"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES","FIRM FIXED PRICE","$60,484.54","7"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7310","FOOD COOKING, BAKING, AND SERVING EQUIPMENT","FIRM FIXED PRICE","$17,502,045.41","2,082"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7310","FOOD COOKING, BAKING, AND SERVING EQUIPMENT","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$1,674,267.83","1,082"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7320","KITCHEN EQUIPMENT AND APPLIANCES","FIRM FIXED PRICE","$3,338,901.15","780"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7320","KITCHEN EQUIPMENT AND APPLIANCES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$108,996.81","197"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7330","KITCHEN HAND TOOLS AND UTENSILS","FIRM FIXED PRICE","$512,182.42","55"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7340","CUTLERY AND FLATWARE","FIRM FIXED PRICE","$26,295.02","14"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7350","TABLEWARE","FIRM FIXED PRICE","$3,985,624.14","465"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7350","TABLEWARE","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7360","SETS, KITS, OUTFITS AND MODULES, FOOD PREPERATION AND SERVING","FIRM FIXED PRICE","$9,336,160.27","377"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7360","SETS, KITS, OUTFITS AND MODULES, FOOD PREPERATION AND SERVING","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$1,856,873.80","838"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7435","OFFICE INFORMATION SYSTEM EQUIPMENT","FIRM FIXED PRICE","$582,318.97","5"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7450","OFFICE TYPE SOUND RECORDING AND REPRODUCING MACHINES","FIRM FIXED PRICE","$540.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7490","MISCELLANEOUS OFFICE MACHINES","FIRM FIXED PRICE","$247,928.88","22"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7510","OFFICE SUPPLIES","FIRM FIXED PRICE","$3,313,758.10","508"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7510","OFFICE SUPPLIES","FIXED PRICE AWARD FEE","$12,580.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7510","OFFICE SUPPLIES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7520","OFFICE DEVICES AND ACCESSORIES","FIRM FIXED PRICE","$277,019.16","63"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7530","STATIONERY AND RECORD FORMS","FIRM FIXED PRICE","$1,101,403.31","208"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7540","STANDARD FORMS","FIRM FIXED PRICE","$3,570.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7610","BOOKS AND PAMPHLETS","FIRM FIXED PRICE","$486,609.84","68"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7630","NEWSPAPERS AND PERIODICALS","FIRM FIXED PRICE","$3,051,483.30","38"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7630","NEWSPAPERS AND PERIODICALS","TIME AND MATERIALS","$123,520.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7640","MAPS, ATLASES, CHARTS, AND GLOBES","FIRM FIXED PRICE","$22,669.80","11"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7670","MICROFILM, PROCESSED","FIRM FIXED PRICE","$0.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7690","MISCELLANEOUS PRINTED MATTER","FIRM FIXED PRICE","$3,671,668.46","5,244"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7690","MISCELLANEOUS PRINTED MATTER","FIXED PRICE REDETERMINATION","$3,460.93","82"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7730","PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE","FIRM FIXED PRICE","$243,774.00","4"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7830","RECREATIONAL AND GYMNASTIC EQUIPMENT","FIRM FIXED PRICE","$4,279.19","52"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7910","FLOOR POLISHERS AND VACUUM CLEANING EQUIPMENT","FIRM FIXED PRICE","$571,499.84","35"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7920","BROOMS, BRUSHES, MOPS, AND SPONGES","FIRM FIXED PRICE","$438,761.32","55"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","7930","CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS","FIRM FIXED PRICE","$235,437.66","74"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8010","PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS","FIRM FIXED PRICE","$25,769,233.30","2,282"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8010","PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$8,302,422.04","1,164"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8020","PAINT AND ARTISTS' BRUSHES","FIRM FIXED PRICE","$962,151.20","280"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8020","PAINT AND ARTISTS' BRUSHES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$1,320,057.68","258"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8030","PRESERVATIVE AND SEALING COMPOUNDS","FIRM FIXED PRICE","$17,166,457.72","4,989"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8030","PRESERVATIVE AND SEALING COMPOUNDS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$5,941,538.63","4,596"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8040","ADHESIVES","FIRM FIXED PRICE","$10,495,884.42","3,199"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8040","ADHESIVES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$320,903.11","1,786"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8105","BAGS AND SACKS","FIRM FIXED PRICE","$7,552,521.23","468"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8105","BAGS AND SACKS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$152,685.00","3"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8110","DRUMS AND CANS","FIRM FIXED PRICE","$3,012,896.70","204"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8115","BOXES, CARTONS, AND CRATES","FIRM FIXED PRICE","$12,504,982.97","544"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8115","BOXES, CARTONS, AND CRATES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$26,621.00","7"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS","FIRM FIXED PRICE","$1,864,636.34","82"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$3,131,516.29","1,868"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8125","BOTTLES AND JARS","FIRM FIXED PRICE","$396,150.50","122"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8125","BOTTLES AND JARS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$20.67","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8125","BOTTLES AND JARS","ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8130","REELS AND SPOOLS","FIRM FIXED PRICE","$974,014.19","69"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8135","PACKAGING AND PACKING BULK MATERIALS","FIRM FIXED PRICE","$3,578,889.41","1,180"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8135","PACKAGING AND PACKING BULK MATERIALS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8140","AMMUNITION AND NUCLEAR ORDNANCE BOXES, PACKAGES AND SPECIAL CONTAINERS","FIRM FIXED PRICE","$1,219,896.51","149"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8140","AMMUNITION AND NUCLEAR ORDNANCE BOXES, PACKAGES AND SPECIAL CONTAINERS","FIXED PRICE REDETERMINATION","$29.13","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8145","SPECIALIZED SHIPPING AND STORAGE CONTAINERS","FIRM FIXED PRICE","$140,429,025.81","1,799"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8145","SPECIALIZED SHIPPING AND STORAGE CONTAINERS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$17,698,486.26","764"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8145","SPECIALIZED SHIPPING AND STORAGE CONTAINERS","ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER)","$0.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8150","FREIGHT CONTAINERS","FIRM FIXED PRICE","$21,305,087.18","130"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8305","TEXTILE FABRICS","FIRM FIXED PRICE","$41,550,357.32","307"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8305","TEXTILE FABRICS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","11"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8310","YARN AND THREAD","FIRM FIXED PRICE","$230,046.84","9"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8315","NOTIONS AND APPAREL FINDINGS","FIRM FIXED PRICE","$8,288,623.89","131"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8315","NOTIONS AND APPAREL FINDINGS","FIXED PRICE LEVEL OF EFFORT","$1,087.44","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8320","PADDING AND STUFFING MATERIALS","FIRM FIXED PRICE","$130,319.44","32"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8330","LEATHER","FIRM FIXED PRICE","$17,002.66","14"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8335","SHOE FINDINGS AND SOLING MATERIALS","FIRM FIXED PRICE","$8,700.61","92"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8340","TENTS AND TARPAULINS","FIRM FIXED PRICE","$88,023,950.01","492"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8345","FLAGS AND PENNANTS","FIRM FIXED PRICE","$3,946,133.02","311"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8405","OUTERWEAR, MEN'S","FIRM FIXED PRICE","$148,057,366.13","1,314"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8410","OUTERWEAR, WOMEN'S","FIRM FIXED PRICE","$54,207,058.71","754"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8415","CLOTHING, SPECIAL PURPOSE","FIRM FIXED PRICE","$788,113,383.89","3,204"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8415","CLOTHING, SPECIAL PURPOSE","FIXED PRICE AWARD FEE","$0.00","4"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8420","UNDERWEAR AND NIGHTWEAR, MEN'S","FIRM FIXED PRICE","$12,240,361.06","46"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8425","UNDERWEAR AND NIGHTWEAR, WOMEN'S","FIRM FIXED PRICE","$786,843.90","22"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8430","FOOTWEAR, MEN'S","FIRM FIXED PRICE","$165,289,936.04","545"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8435","FOOTWEAR, WOMEN'S","FIRM FIXED PRICE","$10,255,224.38","97"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8440","HOSIERY, HANDWEAR, AND CLOTHING ACCESSORIES, MEN'S","FIRM FIXED PRICE","$8,788,117.86","101"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8445","HOSIERY, HANDWEAR, AND CLOTHING ACCESSORIES, WOMEN'S","FIRM FIXED PRICE","$583,563.79","28"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8450","CHILDREN'S AND INFANTS' APPAREL AND ACCESSORIES","FIRM FIXED PRICE","$84,370.00","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8455","BADGES AND INSIGNIA","FIRM FIXED PRICE","$10,393,306.63","894"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8460","LUGGAGE","FIRM FIXED PRICE","$1,949,210.44","11"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8465","INDIVIDUAL EQUIPMENT","FIRM FIXED PRICE","$96,763,337.99","2,237"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8470","ARMOR, PERSONAL","FIRM FIXED PRICE","$85,632,692.08","86"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8475","SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES","FIRM FIXED PRICE","$30,986,536.16","235"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8510","PERFUMES, TOILET PREPARATIONS, AND POWDERS","FIRM FIXED PRICE","$46.08","1"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8520","TOILET SOAP, SHAVING PREPARATIONS, AND DENTIFRICES","FIRM FIXED PRICE","$46,358.83","41"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8530","PERSONAL TOILETRY ARTICLES","FIRM FIXED PRICE","$5,027.28","11"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8540","TOILETRY PAPER PRODUCTS","FIRM FIXED PRICE","$250,931.28","117"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8710","FORAGE AND FEED","FIRM FIXED PRICE","$224,225.80","7"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8905","MEAT, POULTRY, AND FISH","FIRM FIXED PRICE","$902,913,019.99","71,497"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8905","MEAT, POULTRY, AND FISH","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$79,264.08","30"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8910","DAIRY FOODS AND EGGS","FIRM FIXED PRICE","$116,599,189.57","62,020"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8910","DAIRY FOODS AND EGGS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$41.00","95"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8915","FRUITS AND VEGETABLES","FIRM FIXED PRICE","$324,637,963.33","401,546"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8915","FRUITS AND VEGETABLES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$7,219.22","40"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8920","BAKERY AND CEREAL PRODUCTS","FIRM FIXED PRICE","$70,736,464.33","53,233"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8920","BAKERY AND CEREAL PRODUCTS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","31"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8925","SUGAR, CONFECTIONERY, AND NUTS","FIRM FIXED PRICE","$6,421,943.99","1,188"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8925","SUGAR, CONFECTIONERY, AND NUTS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$0.00","2"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8930","JAMS, JELLIES, AND PRESERVES","FIRM FIXED PRICE","$8,771,435.96","771"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8935","SOUPS AND BOUILLONS","FIRM FIXED PRICE","$1,585,127.09","621"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8940","SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS","FIRM FIXED PRICE","$80,157,819.93","6,913"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8940","SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$2,461.49","100"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8945","FOOD, OILS AND FATS","FIRM FIXED PRICE","$3,215,851.10","1,356"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8950","CONDIMENTS AND RELATED PRODUCTS","FIRM FIXED PRICE","$7,266,734.91","3,504"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8955","COFFEE, TEA, AND COCOA","FIRM FIXED PRICE","$12,393,715.88","3,867"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8960","BEVERAGES, NONALCOHOLIC","FIRM FIXED PRICE","$111,267,449.24","23,816"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8965","BEVERAGES, ALCOHOLIC","FIRM FIXED PRICE","$428,547.15","24"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8970","COMPOSITE FOOD PACKAGES","FIRM FIXED PRICE","$1,005,239,589.75","7,155"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","8970","COMPOSITE FOOD PACKAGES","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$269.15","45"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9110","FUELS, SOLID","FIRM FIXED PRICE","$811,296.96","43"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9130","LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE","FIRM FIXED PRICE","$1,795,081,115.92","4,543"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9130","LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$5,753,444,564.74","248,205"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE","FIRM FIXED PRICE","$25,996,571.94","1,794"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","-$48,471.84","41"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9140","FUEL OILS","FIRM FIXED PRICE","$479,521,810.34","7,243"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9140","FUEL OILS","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$1,213,257,798.57","20,477"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9150","OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC","FIRM FIXED PRICE","$97,859,715.43","96,718"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9150","OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC","FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT","$12,210,742.96","9,589"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9160","MISCELLANEOUS WAXES, OILS, AND FATS","FIRM FIXED PRICE","$1,578,830.35","80"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9310","PAPER AND PAPERBOARD","FIRM FIXED PRICE","$197,271.28","13"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9320","RUBBER FABRICATED MATERIALS","FIRM FIXED PRICE","$6,256,163.21","1,032"
"9700","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY","97AS","9320","RUBBER FABRICATED MATERIALS","FIXED PRICE REDETERMINATION","$154.65","2"
