fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCounty,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2001,GSA,M,Medium Vendor,PID,NULL,0,0,2,2,0,0.0000
2001,GSA,M,Medium Vendor,PID,0,0,0,3,3,3,5000.0000
2001,GSA,M,Medium Vendor,PID,0,0,1,3,3,3,82000.0000
2001,GSA,M,Medium Vendor,PID,0,1,1,97,97,1345,274502977.9362
2001,GSA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,120,92385000.0000
2001,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,7,7,5,7597538.7500
2001,GSA,N,Sometimes Small Vendor,PDuns,0,0,0,4,4,6,6099.9399
2001,GSA,N,Sometimes Small Vendor,PDuns,0,0,1,28,28,70,1098168.0000
2001,GSA,N,Sometimes Small Vendor,PDuns,0,1,1,1103,1242,9201,1707203866.0091
2001,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,3,4,2,86000.0000
2001,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,0,0.0000
2001,GSA,N,Sometimes Small Vendor,PID,0,0,0,1,1,3,5000.0000
2001,GSA,N,Sometimes Small Vendor,PID,0,0,1,5,5,16,746000.0000
2001,GSA,N,Sometimes Small Vendor,PID,0,1,1,344,344,6962,1475029479.6994
2001,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,257000.0000
2001,GSA,S,Always Small Vendor,Duns,NULL,1,1,1,1,0,0.0000
2001,GSA,S,Always Small Vendor,PDuns,NULL,0,0,77,77,2,2896.0000
2001,GSA,S,Always Small Vendor,PDuns,NULL,0,1,11,11,0,3002.0500
2001,GSA,S,Always Small Vendor,PDuns,NULL,1,1,895,895,4,204901.3103
2001,GSA,S,Always Small Vendor,PDuns,0,0,0,310,310,489,-122701.7401
2001,GSA,S,Always Small Vendor,PDuns,0,0,1,887,887,1994,37581294.7900
2001,GSA,S,Always Small Vendor,PDuns,0,1,1,4084,4110,19713,2531181583.6158
2001,GSA,S,Always Small Vendor,PDuns,1,1,1,1,1,0,0.0000
2001,GSA,S,Always Small Vendor,PID,NULL,1,1,6,6,0,0.0000
2001,GSA,S,Always Small Vendor,PID,0,0,0,10,10,18,38000.0000
2001,GSA,S,Always Small Vendor,PID,0,0,1,10,10,27,281000.0000
2001,GSA,S,Always Small Vendor,PID,0,1,1,130,130,1196,127902110.6821
2001,HHS,B,Big Five,PID,0,1,1,5,5,109,36454501.5000
2001,HHS,L,Large Vendor,PDuns,0,1,1,5,11,28,7430644.0000
2001,HHS,L,Large Vendor,PID,0,1,1,81,81,2259,1122091933.9922
2001,HHS,M,Medium Vendor,PDuns,NULL,0,0,5,5,2,0.0000
2001,HHS,M,Medium Vendor,PDuns,NULL,1,1,24,24,23,75338672.7188
2001,HHS,M,Medium Vendor,PDuns,0,0,0,19,19,39,-371000.0000
2001,HHS,M,Medium Vendor,PDuns,0,0,1,63,63,81,1436000.0000
2001,HHS,M,Medium Vendor,PDuns,0,1,1,893,942,2644,981428972.6461
2001,HHS,M,Medium Vendor,PDuns,1,0,0,1,1,1,-15000.0000
2001,HHS,M,Medium Vendor,PDuns,1,0,1,2,2,3,42000.0000
2001,HHS,M,Medium Vendor,PDuns,1,1,1,52,53,77,23091536.0000
2001,HHS,M,Medium Vendor,PID,NULL,1,1,1,1,0,0.0000
2001,HHS,M,Medium Vendor,PID,0,1,1,65,65,604,343870921.7874
2001,HHS,N,Sometimes Small Vendor,Duns,0,1,1,3,3,713,8045050.6026
2001,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2001,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,2,495748.7188
2001,HHS,N,Sometimes Small Vendor,PDuns,0,0,1,4,4,4,79000.0000
2001,HHS,N,Sometimes Small Vendor,PDuns,0,1,1,495,561,3630,863407923.8622
2001,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,1,29000.0000
2001,HHS,N,Sometimes Small Vendor,PID,0,1,1,191,191,2459,1084819622.1068
2001,HHS,S,Always Small Vendor,PDuns,NULL,0,0,38,38,0,0.0000
2001,HHS,S,Always Small Vendor,PDuns,NULL,0,1,2,2,1,-8874.1992
2001,HHS,S,Always Small Vendor,PDuns,NULL,1,1,10,10,7,12482760.0000
2001,HHS,S,Always Small Vendor,PDuns,0,0,0,18,18,46,43588.7400
2001,HHS,S,Always Small Vendor,PDuns,0,0,1,128,128,185,3569687.0000
2001,HHS,S,Always Small Vendor,PDuns,0,1,1,1181,1186,3682,598976090.0209
2001,HHS,S,Always Small Vendor,PDuns,1,1,1,8,8,9,595000.0000
2001,HHS,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0.0000
2001,HHS,S,Always Small Vendor,PID,0,1,1,52,52,272,180294534.4790
2001,NASA,B,Big Five,PDuns,0,1,1,2,5,8,1041000.0000
2001,NASA,B,Big Five,PID,0,1,1,5,5,816,2465014611.9649
2001,NASA,J,Large: Big 5 JV,PDuns,0,1,1,1,1,1,30000.0000
2001,NASA,J,Large: Big 5 JV,PID,0,0,1,1,1,1,-9000.0000
2001,NASA,L,Large Vendor,PDuns,0,1,1,14,17,69,16043485.0000
2001,NASA,L,Large Vendor,PID,0,0,0,1,1,1,-1000.0000
2001,NASA,L,Large Vendor,PID,0,1,1,71,71,1601,1103101481.9437
2001,NASA,M,Medium Vendor,PDuns,NULL,1,1,1,1,1,3204.0000
2001,NASA,M,Medium Vendor,PDuns,0,0,0,15,15,17,-513264.5000
2001,NASA,M,Medium Vendor,PDuns,0,0,1,30,30,37,530333.5904
2001,NASA,M,Medium Vendor,PDuns,0,1,1,337,338,1029,381637917.3309
2001,NASA,M,Medium Vendor,PDuns,1,0,0,2,2,2,-34000.0000
2001,NASA,M,Medium Vendor,PDuns,1,0,1,4,4,4,133000.0000
2001,NASA,M,Medium Vendor,PDuns,1,1,1,31,31,52,29054945.0000
2001,NASA,M,Medium Vendor,PID,0,0,0,1,1,1,7000.0000
2001,NASA,M,Medium Vendor,PID,0,1,1,33,33,201,463760401.0000
2001,NASA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,14,85000.0000
2001,NASA,N,Sometimes Small Vendor,PDuns,0,0,1,2,2,2,6000.0000
2001,NASA,N,Sometimes Small Vendor,PDuns,0,1,1,307,357,1376,268555820.7868
2001,NASA,N,Sometimes Small Vendor,PID,0,1,1,154,154,1063,1952923669.8932
2001,NASA,N,Sometimes Small Vendor,PID,1,1,1,1,1,2,0.0000
2001,NASA,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,7202.9302
2001,NASA,S,Always Small Vendor,PDuns,NULL,1,1,2,2,0,0.0000
2001,NASA,S,Always Small Vendor,PDuns,0,0,0,48,48,59,-829195.0000
2001,NASA,S,Always Small Vendor,PDuns,0,0,1,111,111,137,2392343.0000
2001,NASA,S,Always Small Vendor,PDuns,0,1,1,1198,1208,3788,867795397.4071
2001,NASA,S,Always Small Vendor,PID,0,1,1,55,55,238,99458498.2998
2001,Other Agencies,B,Big Five,PDuns,0,1,1,1,6,10,11978202.0000
2001,Other Agencies,B,Big Five,PID,0,1,1,5,5,2301,1296840284.9238
2001,Other Agencies,J,Large: Big 5 JV,PID,0,0,1,1,1,1,31000.0000
2001,Other Agencies,J,Large: Big 5 JV,PID,0,1,1,1,1,1,-1000.0000
2001,Other Agencies,L,Large Vendor,PDuns,0,0,1,2,2,5,418000.0000
2001,Other Agencies,L,Large Vendor,PDuns,0,1,1,33,85,434,97124571.9770
2001,Other Agencies,L,Large Vendor,PDuns,1,1,1,2,4,10,2791000.0000
2001,Other Agencies,L,Large Vendor,PID,0,1,1,155,155,31843,6871550398.5864
2001,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,409,409,34,66808.8599
2001,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,15,15,1,232600.0000
2001,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,59,59,43,6750978.1216
2001,Other Agencies,M,Medium Vendor,PDuns,0,0,0,359,359,645,-364733.1200
2001,Other Agencies,M,Medium Vendor,PDuns,0,0,1,1502,1509,3546,43822515.6794
2001,Other Agencies,M,Medium Vendor,PDuns,0,1,1,4449,4694,26324,4457614156.0887
2001,Other Agencies,M,Medium Vendor,PDuns,1,0,0,1,1,3,4000.0000
2001,Other Agencies,M,Medium Vendor,PDuns,1,0,1,35,35,78,1176401.0000
2001,Other Agencies,M,Medium Vendor,PDuns,1,1,1,159,160,358,37513382.8600
2001,Other Agencies,M,Medium Vendor,PID,0,0,0,4,4,8,12261.8201
2001,Other Agencies,M,Medium Vendor,PID,0,0,1,13,13,27,357665.7600
2001,Other Agencies,M,Medium Vendor,PID,0,1,1,273,273,3523,1440466256.0510
2001,Other Agencies,M,Medium Vendor,PID,1,1,1,3,3,6,2296000.0000
2001,Other Agencies,N,Sometimes Small Vendor,Duns,0,1,1,2,2,692,4328641.5702
2001,Other Agencies,N,Sometimes Small Vendor,Name,0,1,1,1,1,5,191000.0000
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,7,7,7,17134.4000
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,5,5,7,72858.2595
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,15,15,29,1028991.5110
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,0,9,9,47,58828.6000
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,1,151,157,655,6866090.6709
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,0,1,1,2176,2793,35358,3809828460.8241
2001,Other Agencies,N,Sometimes Small Vendor,PDuns,1,1,1,9,9,512,22622000.0000
2001,Other Agencies,N,Sometimes Small Vendor,PID,0,0,1,3,3,9,38000.0000
2001,Other Agencies,N,Sometimes Small Vendor,PID,0,1,1,523,523,18325,4104295745.3953
2001,Other Agencies,S,Always Small Vendor,Name,NULL,1,1,1,1,0,778032.0000
2001,Other Agencies,S,Always Small Vendor,Name,0,1,1,1,1,0,0.0000
2001,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,221,222,37,63913.7997
2001,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,29,29,66,392085.9799
2001,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,201,201,107,10055314.6279
2001,Other Agencies,S,Always Small Vendor,PDuns,0,0,0,1081,1081,2474,1046500.8950
2001,Other Agencies,S,Always Small Vendor,PDuns,0,0,1,4247,4254,10380,111568292.1281
2001,Other Agencies,S,Always Small Vendor,PDuns,0,1,1,12104,12162,48682,5692068865.8363
2001,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,5,5,7,110000.0000
2001,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,17,17,36,2691000.0000
2001,Other Agencies,S,Always Small Vendor,PID,NULL,0,0,1,1,2,0.0000
2001,Other Agencies,S,Always Small Vendor,PID,0,0,0,3,3,6,-37368.8000
2001,Other Agencies,S,Always Small Vendor,PID,0,0,1,17,17,38,346000.0000
2001,Other Agencies,S,Always Small Vendor,PID,0,1,1,231,231,2258,588063233.9228
2001,Other Agencies,U,Unlabeled Vendor,Duns,0,0,0,1,1,0,0.0000
2001,Other Agencies,U,Unlabeled Vendor,Name,0,1,1,1,1,1,36535.0000
2001,State and IAP,B,Big Five,PDuns,0,1,1,1,2,10,1202000.0000
2001,State and IAP,B,Big Five,PID,0,1,1,3,3,103,44770324.9903
2001,State and IAP,L,Large Vendor,PDuns,0,1,1,4,5,29,46614168.0000
2001,State and IAP,L,Large Vendor,PDuns,1,1,1,1,1,56,19637000.0000
2001,State and IAP,L,Large Vendor,PID,0,1,1,70,70,1430,631065500.1531
2001,State and IAP,L,Large Vendor,PID,1,1,1,4,4,4,391000.0000
2001,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,8,8,2,6649.2800
2001,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,7544.0000
2001,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,4,4,6,19523234.0000
2001,State and IAP,M,Medium Vendor,PDuns,0,0,0,8,8,10,279000.0000
2001,State and IAP,M,Medium Vendor,PDuns,0,0,1,16,16,20,344160.0000
2001,State and IAP,M,Medium Vendor,PDuns,0,1,1,142,142,555,107406546.7891
2001,State and IAP,M,Medium Vendor,PDuns,1,0,0,21,21,34,-302340.9600
2001,State and IAP,M,Medium Vendor,PDuns,1,0,1,297,297,353,8396000.0000
2001,State and IAP,M,Medium Vendor,PDuns,1,1,1,918,918,1334,176936081.3324
2001,State and IAP,M,Medium Vendor,PID,0,1,1,24,24,250,84719389.0870
2001,State and IAP,M,Medium Vendor,PID,1,0,1,1,1,1,28000.0000
2001,State and IAP,M,Medium Vendor,PID,1,1,1,9,9,26,7793000.0000
2001,State and IAP,N,Sometimes Small Vendor,Duns,0,1,1,3,3,117,17414243.7305
2001,State and IAP,N,Sometimes Small Vendor,Name,0,1,1,1,1,889,149415000.0000
2001,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,22000.0000
2001,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,4,13000.0000
2001,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,1,9,9,20,363000.0000
2001,State and IAP,N,Sometimes Small Vendor,PDuns,0,1,1,197,207,1097,221453169.6126
2001,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,2,54000.0000
2001,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,13,13,40,3287000.0000
2001,State and IAP,N,Sometimes Small Vendor,PID,0,1,1,127,127,1784,800468593.0231
2001,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2001,State and IAP,S,Always Small Vendor,PDuns,NULL,0,1,2,2,0,10055.0000
2001,State and IAP,S,Always Small Vendor,PDuns,NULL,1,1,1,1,2,100000.0000
2001,State and IAP,S,Always Small Vendor,PDuns,0,0,0,13,13,17,42267.5000
2001,State and IAP,S,Always Small Vendor,PDuns,0,0,1,62,62,143,1902300.0000
2001,State and IAP,S,Always Small Vendor,PDuns,0,1,1,413,413,1523,329060185.4086
2001,State and IAP,S,Always Small Vendor,PDuns,1,0,0,2,2,2,2000.0000
2001,State and IAP,S,Always Small Vendor,PDuns,1,0,1,20,20,26,635000.0000
2001,State and IAP,S,Always Small Vendor,PDuns,1,1,1,72,72,102,12983000.0000
2001,State and IAP,S,Always Small Vendor,PID,0,0,0,1,1,1,3000.0000
2001,State and IAP,S,Always Small Vendor,PID,0,0,1,16,16,34,329000.0000
2001,State and IAP,S,Always Small Vendor,PID,0,1,1,59,59,250,26597010.4491
2001,State and IAP,S,Always Small Vendor,PID,1,0,1,1,1,1,5000.0000
2001,State and IAP,S,Always Small Vendor,PID,1,1,1,3,3,3,636000.0000
2002,Defense,B,Big Five,PDuns,0,1,1,3,11,102,23722194.0000
2002,Defense,B,Big Five,PID,0,1,1,5,5,33016,58465641250.4668
2002,Defense,J,Large: Big 5 JV,PID,0,1,1,4,4,121,1509005426.0000
2002,Defense,J,Large: Big 5 JV,PID,1,1,1,1,1,17,42250316.0000
2002,Defense,L,Large Vendor,Duns,1,1,1,1,1,153,125687663.0000
2002,Defense,L,Large Vendor,PDuns,NULL,1,1,1,3,114,8173852.0000
2002,Defense,L,Large Vendor,PDuns,0,1,1,39,197,3616,1214492469.5400
2002,Defense,L,Large Vendor,PDuns,1,1,1,3,18,568,208255049.0000
2002,Defense,L,Large Vendor,PID,0,0,0,3,3,5,-1333497.0000
2002,Defense,L,Large Vendor,PID,0,0,1,2,2,3,87459.0000
2002,Defense,L,Large Vendor,PID,0,1,1,193,193,94632,40308794820.5768
2002,Defense,L,Large Vendor,PID,1,0,1,1,1,1,26193.0000
2002,Defense,L,Large Vendor,PID,1,1,1,16,16,838,1669062035.3398
2002,Defense,M,Medium Vendor,PDuns,NULL,0,0,60,60,8,24370.0000
2002,Defense,M,Medium Vendor,PDuns,NULL,0,1,10,10,11,91307.0000
2002,Defense,M,Medium Vendor,PDuns,NULL,1,1,8,23,727,138404298.4199
2002,Defense,M,Medium Vendor,PDuns,0,0,0,384,388,679,-665051.0000
2002,Defense,M,Medium Vendor,PDuns,0,0,1,887,892,2033,47305412.0000
2002,Defense,M,Medium Vendor,PDuns,0,1,1,3606,3920,25586,7463342190.2784
2002,Defense,M,Medium Vendor,PDuns,1,0,0,136,136,648,-4086449.0100
2002,Defense,M,Medium Vendor,PDuns,1,0,1,516,517,1836,16051412.0000
2002,Defense,M,Medium Vendor,PDuns,1,1,1,3026,3054,19406,3581817462.1576
2002,Defense,M,Medium Vendor,PID,0,0,0,1,1,1,-5219.0000
2002,Defense,M,Medium Vendor,PID,0,0,1,12,12,17,312631.0000
2002,Defense,M,Medium Vendor,PID,0,1,1,300,300,9644,7105095914.7676
2002,Defense,M,Medium Vendor,PID,1,1,1,35,35,1195,687670184.0000
2002,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,940,1692793404.2109
2002,Defense,N,Sometimes Small Vendor,Name,0,1,1,1,1,151,25792773.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,2,33600.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,4,4,0,0.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,38,41,294,427483.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,286,302,2209,9686905.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,3932,5699,87512,13218851448.2691
2002,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,1,3200.0000
2002,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,10,10,45,8378153.0000
2002,Defense,N,Sometimes Small Vendor,PID,0,0,1,5,5,13,102284.0000
2002,Defense,N,Sometimes Small Vendor,PID,0,1,1,670,670,55924,16347990130.3156
2002,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,68815.0000
2002,Defense,S,Always Small Vendor,PDuns,NULL,0,0,84,84,4,13350.0000
2002,Defense,S,Always Small Vendor,PDuns,NULL,0,1,5,5,4,52055.8496
2002,Defense,S,Always Small Vendor,PDuns,NULL,1,1,13,13,1,20000.0000
2002,Defense,S,Always Small Vendor,PDuns,0,0,0,2955,2960,5707,1227148.2000
2002,Defense,S,Always Small Vendor,PDuns,0,0,1,7857,7872,17731,151437214.1094
2002,Defense,S,Always Small Vendor,PDuns,0,1,1,18611,18834,110369,14239293279.0761
2002,Defense,S,Always Small Vendor,PDuns,1,0,1,1,1,11,17620.5298
2002,Defense,S,Always Small Vendor,PDuns,1,1,1,1,1,1,265080.0000
2002,Defense,S,Always Small Vendor,PID,0,0,0,9,9,10,-31872.0000
2002,Defense,S,Always Small Vendor,PID,0,0,1,19,19,41,399735.0000
2002,Defense,S,Always Small Vendor,PID,0,1,1,355,355,6337,1409706880.6563
2002,Defense,U,Unlabeled Vendor,Duns,NULL,0,0,1,1,0,0.0000
2002,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,56,40434717.0000
2002,DHS,B,Big Five,PID,0,1,1,3,3,26,266418487.1406
2002,DHS,J,Large: Big 5 JV,PID,0,1,1,1,1,3,35905600.0000
2002,DHS,L,Large Vendor,PDuns,0,1,1,1,1,2,53000.0000
2002,DHS,L,Large Vendor,PID,0,1,1,38,38,552,99872720.8516
2002,DHS,M,Medium Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2002,DHS,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,0.0000
2002,DHS,M,Medium Vendor,PDuns,NULL,1,1,4,4,3,636825.8750
2002,DHS,M,Medium Vendor,PDuns,0,0,0,1,1,2,1000.0000
2002,DHS,M,Medium Vendor,PDuns,0,0,1,9,9,13,154500.0000
2002,DHS,M,Medium Vendor,PDuns,0,1,1,52,53,315,52400247.0391
2002,DHS,M,Medium Vendor,PID,0,1,1,7,7,110,28071000.0000
2002,DHS,N,Sometimes Small Vendor,Duns,0,1,1,2,2,80,318502955.2158
2002,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,2,4980499.6094
2002,DHS,N,Sometimes Small Vendor,PDuns,0,1,1,78,80,198,41393604.1199
2002,DHS,N,Sometimes Small Vendor,PID,0,1,1,52,52,246,133852637.4662
2002,DHS,S,Always Small Vendor,PDuns,NULL,0,0,3,3,3,1815.0000
2002,DHS,S,Always Small Vendor,PDuns,0,0,0,7,7,11,-360831.0000
2002,DHS,S,Always Small Vendor,PDuns,0,0,1,11,11,11,114200.0000
2002,DHS,S,Always Small Vendor,PDuns,0,1,1,123,123,279,25510488.8622
2002,DHS,S,Always Small Vendor,PID,0,1,1,8,8,21,8069542.5000
2002,DHS,U,Unlabeled Vendor,Duns,0,0,0,2,1,2,549.7500
2002,DHS,U,Unlabeled Vendor,Duns,0,1,1,2,1,2,122416.7969
2002,DHS,U,Unlabeled Vendor,Name,0,0,0,10,1,11,98.0000
2002,DHS,U,Unlabeled Vendor,Name,0,0,1,2,1,2,8481.0000
2002,DHS,U,Unlabeled Vendor,Name,0,1,1,6,1,6,1029853.5664
2002,Energy,B,Big Five,PID,0,1,1,5,5,67,2156850179.7500
2002,Energy,L,Large Vendor,PDuns,0,1,1,7,8,19,17360919.0000
2002,Energy,L,Large Vendor,PID,0,1,1,85,85,1846,18440351510.3434
2002,Energy,M,Medium Vendor,PDuns,NULL,0,0,7,7,0,0.0000
2002,Energy,M,Medium Vendor,PDuns,0,0,0,14,14,15,-1738312.0000
2002,Energy,M,Medium Vendor,PDuns,0,0,1,16,16,21,204042.0000
2002,Energy,M,Medium Vendor,PDuns,0,1,1,165,166,731,411493988.8054
2002,Energy,M,Medium Vendor,PDuns,1,0,0,4,4,4,-80.0000
2002,Energy,M,Medium Vendor,PDuns,1,0,1,3,3,4,78000.0000
2002,Energy,M,Medium Vendor,PDuns,1,1,1,16,16,34,5002706.0000
2002,Energy,M,Medium Vendor,PID,0,0,0,2,2,2,-99000.0000
2002,Energy,M,Medium Vendor,PID,0,1,1,38,38,452,2080627774.7344
2002,Energy,N,Sometimes Small Vendor,Duns,0,1,1,1,1,28,0.0000
2002,Energy,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,0,0.0000
2002,Energy,N,Sometimes Small Vendor,PDuns,0,0,1,2,2,5,48000.0000
2002,Energy,N,Sometimes Small Vendor,PDuns,0,1,1,177,185,889,170656425.0074
2002,Energy,N,Sometimes Small Vendor,PID,0,0,1,1,1,0,0.0000
2002,Energy,N,Sometimes Small Vendor,PID,0,1,1,103,103,777,362690525.6297
2002,Energy,S,Always Small Vendor,PDuns,NULL,0,0,5,5,0,0.0000
2002,Energy,S,Always Small Vendor,PDuns,NULL,1,1,1,1,0,1175.0000
2002,Energy,S,Always Small Vendor,PDuns,0,0,0,35,35,40,-1749554.0000
2002,Energy,S,Always Small Vendor,PDuns,0,0,1,67,67,127,1182957.0000
2002,Energy,S,Always Small Vendor,PDuns,0,1,1,507,507,2032,355060939.6935
2002,Energy,S,Always Small Vendor,PID,0,0,1,1,1,2,17000.0000
2002,Energy,S,Always Small Vendor,PID,0,1,1,11,11,35,7586915.0000
2002,GSA,B,Big Five,PDuns,0,1,1,1,2,2,799000.0000
2002,GSA,B,Big Five,PID,0,1,1,5,5,2253,757748632.8578
2002,GSA,L,Large Vendor,PDuns,0,1,1,17,33,187,24629309.9649
2002,GSA,L,Large Vendor,PDuns,1,1,1,1,1,2,487774.0938
2002,GSA,L,Large Vendor,PID,0,0,1,1,1,1,26000.0000
2002,GSA,L,Large Vendor,PID,0,1,1,117,117,18506,3956745016.7438
2002,GSA,L,Large Vendor,PID,1,1,1,1,1,1,535000.0000
2002,GSA,M,Medium Vendor,PDuns,NULL,0,0,12,12,4,-18025.0000
2002,GSA,M,Medium Vendor,PDuns,NULL,0,1,4,4,2,36841.8701
2002,GSA,M,Medium Vendor,PDuns,NULL,1,1,206,207,85,8067350.2938
2002,GSA,M,Medium Vendor,PDuns,0,0,0,152,152,514,292433.0000
2002,GSA,M,Medium Vendor,PDuns,0,0,1,210,214,1018,13896349.0000
2002,GSA,M,Medium Vendor,PDuns,0,1,1,1388,1434,10249,1432839684.4272
2002,GSA,M,Medium Vendor,PDuns,1,0,1,5,5,5,119200.0000
2002,GSA,M,Medium Vendor,PDuns,1,1,1,22,22,34,2470287.6700
2002,GSA,M,Medium Vendor,PID,NULL,1,1,2,2,0,0.0000
2002,GSA,M,Medium Vendor,PID,0,0,0,3,3,3,-1269.0000
2002,GSA,M,Medium Vendor,PID,0,0,1,6,6,9,99879.0000
2002,GSA,M,Medium Vendor,PID,0,1,1,101,101,1464,2844233644.8758
2002,GSA,M,Medium Vendor,PID,1,1,1,1,1,1,31000.0000
2002,GSA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,97,234000.0000
2002,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,8,9,0,0.0000
2002,GSA,N,Sometimes Small Vendor,PDuns,0,0,0,5,6,6,6035.0000
2002,GSA,N,Sometimes Small Vendor,PDuns,0,0,1,22,22,55,-5054902.5000
2002,GSA,N,Sometimes Small Vendor,PDuns,0,1,1,1316,1503,13023,2172220885.0994
2002,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,0,0.0000
2002,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,4,4,0,0.0000
2002,GSA,N,Sometimes Small Vendor,PID,0,0,1,2,2,6,132000.0000
2002,GSA,N,Sometimes Small Vendor,PID,0,1,1,394,394,9829,2577635176.5537
2002,GSA,S,Always Small Vendor,Duns,0,0,0,3,1,0,0.0000
2002,GSA,S,Always Small Vendor,Name,0,1,1,1,1,0,0.0000
2002,GSA,S,Always Small Vendor,PDuns,NULL,0,0,63,63,2,5142.5500
2002,GSA,S,Always Small Vendor,PDuns,NULL,0,1,14,14,0,0.0000
2002,GSA,S,Always Small Vendor,PDuns,NULL,1,1,1406,1406,8,1468058.7002
2002,GSA,S,Always Small Vendor,PDuns,0,0,0,282,282,372,199337.0000
2002,GSA,S,Always Small Vendor,PDuns,0,0,1,868,869,2012,42974035.8775
2002,GSA,S,Always Small Vendor,PDuns,0,1,1,4517,4539,20619,2884156642.7910
2002,GSA,S,Always Small Vendor,PDuns,1,1,1,1,1,2,315000.0000
2002,GSA,S,Always Small Vendor,PID,NULL,1,1,4,4,0,0.0000
2002,GSA,S,Always Small Vendor,PID,0,0,0,1,1,1,3000.0000
2002,GSA,S,Always Small Vendor,PID,0,0,1,11,11,21,409000.0000
2002,GSA,S,Always Small Vendor,PID,0,1,1,133,133,1330,2533136080.2216
2002,GSA,U,Unlabeled Vendor,Duns,0,0,0,1,1,0,0.0000
2002,GSA,U,Unlabeled Vendor,Duns,0,1,1,1,1,0,0.0000
2002,HHS,B,Big Five,PID,0,1,1,5,5,384,167673139.9698
2002,HHS,L,Large Vendor,PDuns,0,1,1,11,20,66,13492469.0000
2002,HHS,L,Large Vendor,PID,0,1,1,90,90,2527,1558352397.7224
2002,HHS,M,Medium Vendor,PDuns,NULL,0,0,5,5,0,1000.0000
2002,HHS,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,9120.0000
2002,HHS,M,Medium Vendor,PDuns,NULL,1,1,24,24,24,47058095.0000
2002,HHS,M,Medium Vendor,PDuns,0,0,0,29,29,45,-37576.5000
2002,HHS,M,Medium Vendor,PDuns,0,0,1,77,77,90,1635914.0903
2002,HHS,M,Medium Vendor,PDuns,0,1,1,953,992,2814,964635653.6861
2002,HHS,M,Medium Vendor,PDuns,1,0,1,5,5,8,120000.0000
